Commissioner Org Name,Treatment Function Name,Commissioner Org Code,Treatment Function Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
Sunderland,Gastroenterology Service,00P,C_301,136,69,68,66,56,54,51,51,40,34,35,48,30,35,38,33,23,15,31,23,25,19,14,11,20,11,14,12,14,15,13,7,7,3,6,5,3,6,2,1,0,3,4,0,3,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey Heartlands,Gastroenterology Service,92A,C_301,237,182,228,235,144,180,153,163,163,143,144,125,125,171,142,128,104,84,135,123,177,126,154,102,122,129,132,119,136,77,83,97,67,82,69,56,64,43,28,20,47,32,33,19,24,24,20,29,29,25,15,23,20,14,13,12,6,10,9,10,8,7,5,5,0,4,10,4,5,2,7,6,6,2,1,1,3,1,3,3,3,1,4,0,6,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tameside,Gastroenterology Service,01Y,C_301,107,94,66,75,35,52,46,37,44,35,33,26,19,13,16,17,8,11,21,14,11,8,19,1,16,6,12,15,12,12,6,8,8,8,9,5,8,7,9,5,2,6,4,6,4,2,2,6,6,3,5,4,2,3,3,0,1,2,1,0,2,1,1,1,0,1,1,1,0,0,1,0,3,0,3,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tees Valley,Gastroenterology Service,16C,C_301,240,178,162,158,112,174,146,123,121,109,97,90,112,89,100,76,72,60,72,83,64,58,40,23,41,43,32,34,29,30,32,21,31,21,21,19,15,5,2,1,0,2,3,5,2,0,0,0,0,0,1,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurrock,Gastroenterology Service,07G,C_301,72,17,35,24,30,28,22,26,28,16,29,23,18,18,9,25,19,22,9,22,11,6,14,15,20,25,26,28,38,28,34,17,16,20,10,6,6,7,9,7,19,14,25,19,18,16,12,12,12,7,9,10,2,6,4,9,3,6,6,4,1,4,3,3,2,0,11,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trafford,Gastroenterology Service,02A,C_301,152,118,115,87,46,67,88,67,73,56,83,72,65,45,59,53,45,42,43,56,41,36,40,20,34,40,42,34,27,36,33,32,32,34,28,34,26,24,13,8,17,18,40,18,26,20,22,15,20,26,15,12,19,14,15,10,3,4,9,15,14,3,5,6,6,2,7,11,6,5,7,12,8,3,7,7,5,1,9,3,7,2,2,0,4,3,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vale Of York,Gastroenterology Service,03Q,C_301,56,40,34,41,33,32,35,49,45,50,22,26,33,34,37,24,26,17,11,17,16,12,24,14,16,15,9,5,19,16,8,10,8,11,4,6,9,4,6,1,2,6,2,4,6,2,2,2,1,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakefield,Gastroenterology Service,03R,C_301,311,206,218,176,148,115,123,104,108,91,80,63,99,62,61,60,41,37,49,53,33,35,22,16,25,18,33,22,31,40,31,35,22,29,41,17,28,19,10,13,19,33,21,8,15,11,4,15,9,3,7,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrington,Gastroenterology Service,02E,C_301,64,48,50,44,45,44,42,36,55,41,46,32,36,44,44,58,38,39,37,31,26,17,36,16,24,34,26,15,33,27,19,30,31,18,22,11,13,8,4,1,3,1,1,2,3,3,2,8,3,1,3,5,3,1,1,3,0,2,0,1,2,0,1,2,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Essex,Gastroenterology Service,07H,C_301,84,64,96,94,67,91,102,109,91,106,97,70,91,102,69,71,56,82,79,53,64,54,71,36,54,46,42,57,44,41,47,55,56,48,46,48,40,51,21,20,29,40,63,24,33,43,31,28,14,33,32,30,12,15,11,13,2,5,13,4,5,3,4,3,1,2,2,4,1,2,3,3,3,2,0,0,0,0,3,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lancashire,Gastroenterology Service,02G,C_301,11,15,22,16,18,16,17,14,21,24,14,15,18,15,14,6,10,7,8,5,14,7,15,6,8,8,8,7,3,3,8,7,12,1,7,3,3,3,3,3,4,1,0,1,3,2,2,3,0,0,1,3,3,2,0,3,1,0,2,1,4,0,2,1,0,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
West Leicestershire,Gastroenterology Service,04V,C_301,182,93,109,114,80,109,131,88,110,111,105,108,143,122,95,103,72,85,85,89,84,76,64,43,83,92,56,68,62,65,94,65,59,78,47,68,49,59,30,26,52,37,39,55,40,48,36,46,37,30,31,52,36,38,39,34,14,34,28,24,25,28,24,16,23,32,21,15,10,13,20,19,28,15,19,17,16,7,12,15,15,11,15,13,5,7,9,7,9,5,4,1,3,5,4,5,4,3,2,3,1,3,1,0,3
West Suffolk,Gastroenterology Service,07K,C_301,105,50,64,56,45,41,36,35,38,46,42,49,54,25,27,39,29,26,25,23,18,14,22,4,12,7,15,16,7,9,6,6,4,10,5,8,1,9,4,5,3,2,4,4,4,3,3,1,3,3,2,2,4,1,2,1,2,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Sussex,Gastroenterology Service,70F,C_301,307,264,343,330,201,257,260,247,256,245,234,232,199,238,152,157,160,117,160,155,141,98,128,77,102,110,97,115,118,97,112,113,104,92,85,91,91,80,67,47,73,81,77,78,89,82,67,55,56,70,71,70,35,66,44,38,35,32,38,60,50,25,28,27,34,27,50,20,26,25,19,22,19,17,21,17,21,22,18,20,11,9,10,18,9,18,18,10,10,5,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0
Wigan Borough,Gastroenterology Service,02H,C_301,192,161,173,182,145,165,182,153,163,134,109,127,107,120,106,90,85,61,111,100,71,58,59,56,53,59,57,52,64,40,55,58,46,50,43,31,35,39,20,13,35,29,25,17,34,37,32,11,24,42,20,25,22,21,11,16,8,17,9,18,12,15,10,10,8,3,4,4,9,5,5,8,8,8,9,6,5,4,2,8,9,4,7,2,1,4,2,4,4,6,3,2,0,3,1,0,0,2,1,3,8,4,0,5,2
Wirral,Gastroenterology Service,12F,C_301,114,92,84,83,64,71,72,68,87,60,61,71,53,58,55,55,43,50,50,60,53,47,36,20,47,50,49,33,50,32,40,33,35,29,28,21,30,18,24,6,27,12,13,15,18,13,4,10,6,4,3,2,0,4,3,5,2,2,2,0,2,1,3,2,1,2,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnsley,General Internal Medicine Service,02P,C_300,2,2,6,1,1,3,2,0,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basildon And Brentwood,General Internal Medicine Service,99E,C_300,27,28,22,18,18,17,21,22,23,17,19,23,17,19,22,24,16,13,13,15,12,12,12,8,8,7,7,10,11,6,3,6,4,1,3,0,0,4,3,1,0,3,4,1,2,4,3,2,1,2,0,1,1,2,1,2,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bassetlaw,General Internal Medicine Service,02Q,C_300,18,14,14,18,8,19,14,14,9,15,12,15,10,2,16,10,7,7,8,3,4,3,8,1,3,6,2,5,3,7,8,4,3,6,5,10,5,3,0,1,2,3,3,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bath And North East Somerset, Swindon And Wiltshire",General Internal Medicine Service,92G,C_300,30,15,15,8,6,7,7,8,7,12,8,7,23,4,4,3,7,4,1,2,3,3,1,0,0,2,0,0,2,2,1,2,0,1,4,1,1,0,0,0,3,2,0,0,3,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bedfordshire, Luton And Milton Keynes",General Internal Medicine Service,M1J4Y,C_300,81,57,57,51,39,30,59,103,60,48,51,97,42,48,41,26,38,12,23,18,7,4,6,17,13,10,8,20,21,13,12,9,4,3,2,3,1,2,5,4,2,4,4,3,2,0,0,0,2,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkshire West,General Internal Medicine Service,15A,C_300,2,0,1,1,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Birmingham, Solihull And West Birmingham",General Internal Medicine Service,15E,C_300,31,18,28,20,23,22,24,17,21,21,15,20,28,29,37,32,34,11,30,21,16,5,8,7,6,11,10,11,3,8,8,10,3,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Country,General Internal Medicine Service,D2P2L,C_300,32,18,26,11,18,18,22,24,18,18,18,20,27,22,11,3,5,1,4,4,6,1,2,2,2,2,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackburn With Darwen,General Internal Medicine Service,00Q,C_300,2,1,1,2,1,0,0,1,0,1,0,4,1,1,0,3,0,0,1,0,2,1,0,0,1,1,1,1,0,3,2,1,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackpool,General Internal Medicine Service,00R,C_300,2,3,8,3,3,4,4,4,1,1,2,4,3,2,1,2,1,0,0,3,3,0,3,0,2,1,0,1,0,2,3,0,1,1,1,1,1,2,1,1,0,0,1,1,1,0,0,1,3,0,1,1,0,0,0,2,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolton,General Internal Medicine Service,00T,C_300,3,2,3,2,3,1,6,5,2,3,1,5,0,2,3,3,5,1,4,1,3,0,2,1,2,1,2,0,1,4,0,0,3,4,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford District And Craven,General Internal Medicine Service,36J,C_300,15,6,12,8,7,2,9,1,2,2,4,2,2,2,2,2,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brighton And Hove,General Internal Medicine Service,09D,C_300,24,26,15,20,10,13,10,10,16,8,8,11,6,3,4,5,3,1,3,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bristol, North Somerset And South Gloucestershire",General Internal Medicine Service,15C,C_300,0,3,0,2,0,2,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckinghamshire,General Internal Medicine Service,14Y,C_300,2,2,4,0,0,2,2,5,1,4,0,2,2,1,1,2,2,3,2,1,1,1,0,2,0,0,2,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bury,General Internal Medicine Service,00V,C_300,19,10,7,4,8,8,15,4,13,10,13,5,10,16,10,8,3,3,4,6,5,5,8,3,4,2,2,4,4,2,1,2,2,3,2,3,1,0,0,1,2,2,1,1,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calderdale,General Internal Medicine Service,02T,C_300,7,0,2,0,4,4,6,3,4,1,3,1,3,3,5,0,0,2,1,1,1,2,1,1,1,2,0,0,1,0,1,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridgeshire And Peterborough,General Internal Medicine Service,06H,C_300,42,28,22,23,12,19,10,18,13,9,18,4,18,11,12,18,14,12,13,13,11,7,7,2,3,9,13,13,8,8,6,9,3,8,1,2,2,1,1,2,3,1,4,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannock Chase,General Internal Medicine Service,04Y,C_300,10,4,6,2,4,6,1,3,2,4,3,3,2,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Point And Rochford,General Internal Medicine Service,99F,C_300,26,15,28,48,47,49,56,39,37,36,30,24,49,17,14,6,10,7,6,13,9,3,3,5,6,7,5,3,7,0,3,8,5,2,8,5,5,4,3,2,5,1,2,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire,General Internal Medicine Service,27D,C_300,12,14,16,9,7,9,10,9,12,13,11,17,9,14,11,9,14,10,7,8,6,7,4,6,6,6,5,3,4,2,4,3,7,4,5,5,4,2,1,4,2,7,5,3,3,1,4,1,1,1,0,2,1,2,0,1,0,0,0,0,0,1,2,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chorley And South Ribble,General Internal Medicine Service,00X,C_300,18,17,20,19,15,14,17,22,18,19,23,77,19,11,19,24,16,14,17,20,11,15,42,15,22,14,16,4,12,25,22,13,14,16,4,11,12,17,6,5,7,8,6,6,11,6,9,7,4,10,9,8,3,4,4,8,2,4,3,1,2,1,1,2,1,8,2,3,2,1,1,2,2,0,0,1,0,1,1,4,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
County Durham,General Internal Medicine Service,84H,C_300,33,20,46,33,25,38,25,25,26,32,22,47,25,31,26,20,22,14,15,14,15,20,13,7,14,6,11,14,10,13,7,13,13,5,13,12,9,6,9,1,6,5,6,6,4,2,6,3,4,4,6,1,0,2,5,5,4,1,4,1,4,1,2,2,3,3,0,4,4,2,4,3,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry And Warwickshire,General Internal Medicine Service,B2M3M,C_300,93,45,74,76,64,68,63,60,61,56,49,51,70,67,50,48,47,44,33,37,32,12,25,16,22,17,19,14,19,23,10,6,3,8,6,8,8,4,5,1,1,4,5,4,0,6,6,0,0,1,3,3,0,0,3,2,0,1,0,3,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derby, Derbyshire And Glossop",General Internal Medicine Service,15M,C_300,20,21,30,17,35,13,14,20,9,11,14,13,9,9,5,2,7,7,10,10,7,4,13,4,8,6,7,3,6,3,2,7,3,1,4,1,0,1,1,0,1,3,1,0,1,1,0,0,0,3,1,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devon,General Internal Medicine Service,15N,C_300,126,32,41,35,27,30,37,30,27,28,28,24,23,22,25,22,28,24,25,27,24,9,24,26,40,36,28,36,27,26,26,14,10,22,8,14,6,13,7,4,5,3,6,2,6,2,7,5,25,14,12,10,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doncaster,General Internal Medicine Service,02X,C_300,58,46,49,54,36,43,45,45,29,50,48,35,39,41,37,37,31,17,25,26,17,10,11,4,9,9,19,16,17,20,19,7,8,20,16,9,11,9,5,1,6,4,6,2,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorset,General Internal Medicine Service,11J,C_300,15,8,8,11,8,7,10,4,12,14,3,12,8,11,7,10,4,4,25,25,22,30,18,20,18,27,12,6,10,12,14,13,12,16,8,5,14,15,11,4,4,7,5,2,11,12,6,8,3,9,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East And North Hertfordshire,General Internal Medicine Service,06K,C_300,25,11,5,12,10,8,17,10,19,6,10,8,4,10,15,9,8,5,5,3,9,1,1,3,3,2,3,2,3,1,3,5,4,2,1,3,1,1,0,0,4,0,3,0,2,2,1,5,4,1,1,0,4,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Lancashire,General Internal Medicine Service,01A,C_300,3,2,5,2,2,2,0,4,5,1,5,5,2,5,2,4,0,2,1,0,0,3,2,0,1,0,2,1,2,3,1,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Leicestershire And Rutland,General Internal Medicine Service,03W,C_300,2,6,3,3,2,2,0,2,1,2,1,3,2,1,2,0,1,2,2,1,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Riding Of Yorkshire,General Internal Medicine Service,02Y,C_300,30,15,22,21,11,16,14,17,18,13,15,9,14,7,6,9,6,6,9,10,5,1,3,2,2,3,4,6,6,5,3,8,7,2,3,3,2,3,0,2,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Staffordshire,General Internal Medicine Service,05D,C_300,2,0,1,2,1,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Sussex,General Internal Medicine Service,97R,C_300,10,8,11,5,3,7,9,2,2,2,2,1,1,5,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frimley,General Internal Medicine Service,D4U1Y,C_300,2,0,1,1,0,1,1,1,0,1,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fylde And Wyre,General Internal Medicine Service,02M,C_300,2,4,11,3,4,4,4,5,5,4,2,3,4,5,2,4,5,1,3,5,4,3,2,1,3,3,5,0,2,2,4,3,4,2,2,2,8,0,0,2,3,1,1,0,1,1,3,2,1,4,4,4,3,1,2,0,0,0,1,1,2,1,0,1,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloucestershire,General Internal Medicine Service,11M,C_300,40,15,31,32,20,25,30,18,22,23,28,14,16,13,16,26,14,13,5,3,1,0,6,0,1,1,1,1,1,0,0,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Preston,General Internal Medicine Service,01E,C_300,39,34,35,28,39,25,18,33,36,16,29,94,20,20,26,50,36,32,28,23,32,24,41,16,24,12,26,10,21,32,26,21,24,23,8,14,23,14,13,6,15,12,13,7,7,5,12,14,12,20,19,8,6,12,6,7,0,10,2,1,4,4,7,3,2,4,1,4,4,1,1,2,3,4,3,5,2,0,3,1,3,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Halton,General Internal Medicine Service,01F,C_300,3,1,2,6,2,3,1,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hampshire, Southampton And Isle Of Wight",General Internal Medicine Service,D9Y0V,C_300,69,47,58,71,90,33,21,23,37,26,27,13,44,10,14,39,20,4,14,14,3,5,4,0,2,0,0,0,0,2,3,2,2,0,2,1,0,5,1,0,2,3,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herefordshire And Worcestershire,General Internal Medicine Service,18C,C_300,50,45,31,39,47,43,41,43,40,41,40,26,36,38,15,13,16,14,34,42,31,29,19,3,7,12,5,5,3,2,2,3,5,6,9,4,3,4,2,1,0,3,2,4,2,3,2,1,2,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
